"Name","Manufacturing Industry related","Abbreviation","Short description","Latest version","Latest activity found","Project page or publication","Ontology URI","RDF/XML file","Turtle file","Download location","Authors/creators","License"
"Simple Knowledge Organization System","no","SKOS","An RDF vocabulary for describing the basic structure and content of concept schemes such as thesauri, classification schemes, subject heading lists, taxonomies,'folksonomies',other types of controlled vocabulary and also concept schemes embedded in glossaries and terminologies.","Information not available","2009-08-18","https://www.w3.org/2004/02/skos/","http://www.w3.org/2004/02/skos/core#","https://www.w3.org/2009/08/skos-reference/skos.rdf","","","Dave Beckett,Nikki Rogers,Alistair Miles,Sean Bechhofer,Participants in W3C's Semantic Web Deployment Working Group","W3C Document License (2023)"
"SimplePartWhole","no","Information not available","An ontology containing the basic part relations: partOf, hasPart, partOf_directly, and hasPart_directly.","1.0","2005-08-11","https://www.w3.org/2001/sw/BestPractices/OEP/SimplePartWhole/simple-part-whole-relations-v1.5.html","http://www.w3.org/2001/sw/BestPractices/OEP/SimplePartWhole/part.owl","http://www.w3.org/2001/sw/BestPractices/OEP/SimplePartWhole/part.owl","","","Alan Rector,Chris Welty","W3C Document License (2023)"
"SIOC Core Ontology Namespace","no","SOIC","SIOC (Semantically-Interlinked Online Communities) is an ontology for describing the information in online communities.","1.36","2018-02-28","http://rdfs.org/sioc/spec","http://rdfs.org/sioc/ns#","","http://rdfs.org/sioc/ns#","","Diego Berrueta,Dan Brickley,Stefan Decker,Sergio Fernández,Christoph Görn,Andreas Harth,Tom Heath,Kingsley Idehen,Kjetil Kjernsmo,Alistair Miles,Alexandre Passant,Axel Polleres,Luis Polo","CC-BY 1.0"
"SIOC Services Ontology Module Namespace","no","Information not available","Extends the SIOC Core Ontology (Semantically-Interlinked Online Communities) by defining basic information on community-related web services.","Information not available","Information not available","http://rdfs.org/sioc/spec/#sec-modules","http://rdfs.org/sioc/services#","","http://rdfs.org/sioc/services#","","Information not available","Information not available"
"Situation Ontology-Design-Pattern","no","Information not available","Information not available","1.1","Information not available","http://ontologydesignpatterns.org/wiki/Submissions:Situation/Situation","http://www.ontologydesignpatterns.org/cp/owl/situation.owl","http://www.ontologydesignpatterns.org/cp/owl/situation.owl#","","","Aldo Gangemi (source: http://ontologydesignpatterns.org/wiki/index.php?title=Submissions:Situation/Situation&action=history)","Information not available"
"SI units","no","Information not available","The module 'siunits' defines the 7 base units and 22 derived units as well as the metric prefixes specified in the SI system.","1.0.0-beta","2020-12-05","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/middle/siunits","http://emmo.info/emmo/1.0.0-beta/middle/siunits","","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"skos4ExtruOnt","no","Information not available","submodule from: SKOS Simple Knowledge Organization System RDF Schema.","Information not available","Information not available","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/docs/","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/skos4ExtruOnt","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/skos4ExtruOnt.owl","","","Alistair Miles,Sean Bechhofer","CC-BY 4.0"
"SmartProducts Food Domain Model","no","Information not available","Defines concepts and properties specific for the Philips use case (cooking domain).","2.6","2012-04-26","https://projects.kmi.open.ac.uk/smartproducts/ontology.html","http://kmi.open.ac.uk/projects/smartproducts/ontologies/food.owl","http://kmi.open.ac.uk/projects/smartproducts/ontologies/food.owl","","","SmartProducts Network of Ontologies","Information not available"
"SmartProducts Process model","no","Information not available","Defines concepts descripting workflows and activities.","2.6","2012-04-30","https://projects.kmi.open.ac.uk/smartproducts/ontology.html","http://kmi.open.ac.uk/projects/smartproducts/ontologies/process.owl","http://kmi.open.ac.uk/projects/smartproducts/ontologies/process.owl","","","SmartProducts Network of Ontologies","Information not available"
"SmartProducts User model","no","Information not available","Contains concepts related to the user and user profile.","2.6","2012-04-25","https://projects.kmi.open.ac.uk/smartproducts/ontology.html","http://kmi.open.ac.uk/projects/smartproducts/ontologies/user.owl","http://kmi.open.ac.uk/projects/smartproducts/ontologies/user.owl","","","SmartProducts Network of Ontologies","Information not available"
"spatial4ExtruOnt","no","Information not available","An RDF/OWL schema for representing the Region Connection Calculus (RCC8).","Information not available","2019-04-01","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/docs/","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/spatial4ExtruOnt","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/spatial4ExtruOnt.owl","","","BDI – Interoperable Databases GroupUniversity of the Basque Country UPV/EHU","CC-BY 4.0"
"SPIN Modeling Vocabulary","no","SPIN","An RDF Schema that can be used to attach constraints and rules to RDFS classes, and to encapsulate reusable SPARQL queries into functions and templates.","1.4","2011-02-22","https://www.w3.org/submissions/spin-modeling/","http://spinrdf.org/spin#","https://spinrdf.org/spin","","","Holger Knublauch","W3C Document License (2023)"
"SPIN Standard Library","no","SPL","A collection of generally useful SPARQL functions (expressed as SPIN functions),and SPIN templates. Also provides a top-level classification of functions, and definitions of the standard SPARQL functions.","1.4.2","2009-10-20","https://spinrdf.org/spl.html","http://spinrdf.org/spl#","https://spinrdf.org/spl","","","Holger Knublauch","W3C Document License (2023)"
"SPIN SPARQL Syntax","no","SP","An RDF schema to syntactically represent SPARQL queries and update commands as RDF triples.","1.5.1","2011-02-22","https://spinrdf.org/","http://spinrdf.org/sp#","https://spinrdf.org/sp","","","Holger Knublauch,James A. Hendler,Kingsley Idehen","W3C Document License (2023)"
"SPIN SPIF","no","Information not available","A library of generally useful SPARQL functions defined using SPIN.","0.2.0","Information not available","Information not available","http://spinrdf.org/spif#","https://spinrdf.org/spif","","","Information not available","Information not available"
"sqwrl","no","Information not available","Information not available","3.4","Information not available","https://github.com/protegeproject/swrlapi/wiki","http://sqwrl.stanford.edu/ontologies/built-ins/3.4/sqwrl.owl","http://sqwrl.stanford.edu/ontologies/built-ins/3.4/sqwrl.owl","","","Information not available","Information not available"
"SUMO CORA","no","Information not available","This is the OWL implementation of SUMO as used by IEEE 1872-2015.","1.0","2019-07-14","https://github.com/srfiorini/IEEE1872-owl","http://purl.org/ieee1872-owl/sumo-cora","https://raw.githubusercontent.com/srfiorini/IEEE1872-owl/master/sumo-cora.owl","","","Sandro Rama Fiorini,Vitor Fortes Rey","CC-BY 4.0"
"SWRLAPI","no","SWRLAPI","Helper classes and properties to work with SWRLAPI.","Information not available","Information not available","https://github.com/protegeproject/swrlapi/wiki","http://swrl.stanford.edu/ontologies/3.3/swrla.owl#","http://swrl.stanford.edu/ontologies/3.3/swrla.owl#","","","Information not available","BSD-2-Clause"
"TaxonConcept Ontology","no","Information not available","This is an ontology for dealing with data related to species including observations, specimens, images etc. Traditionally species have been identified by the combination of a genus and specific epithet, for example Puma concolor.","0.976","2013-05-19","Information not available","http://lod.taxonconcept.org/ontology/txn.owl","http://lod.taxonconcept.org/ontology/txn.owl","","","Peter J. DeVries","Information not available"
"TaxonMap Ontology","no","Information not available","This is the initial vocabulary for Mapping the various taxon classes on the Linked Open Data Cloud.","0.17","2013-03-18","https://lov.linkeddata.es/dataset/lov/vocabs/taxon","http://purl.org/biodiversity/taxon/","http://purl.org/biodiversity/taxon/","","","Peter J. DeVries","Information not available"
"Units extension","no","Information not available","The module 'units-extension' defines all units in EMMO middle that are not included in the 'siumits' module.","1.0.0-beta","2020-12-05","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/middle/units-extension","","http://emmo.info/emmo/1.0.0-beta/middle/units-extension","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"VANN","no","VANN","This document describes a vocabulary for annotating descriptions of vocabularies with examples and usage notes.","Information not available","2010-06-07","https://vocab.org/vann/","http://purl.org/vocab/vann/","https://vocab.org/vann/vann-vocab-20100607.rdf","","","Ian Davis","CC-BY 1.0"
"Vocabulary for Attaching Essential Metadata","no","Information not available","Information not available","Information not available","Information not available","https://www.linkedmodel.org/","http://www.linkedmodel.org/schema/vaem","http://www.linkedmodel.org/schema/vaem","","","Information not available","CC-BY-SA 3.0"
"Vocabulary for BLCS stages","no","DICSTG","Vocabulary of lifecycle stages based on the frameworks of ISO 22263, RIBA, and HOAI.","0.5","2020-04-15","https://digitalconstruction.github.io/Stages/v/0.5/","https://w3id.org/digitalconstruction/0.5/Stages","","https://digitalconstruction.github.io/Stages/v/0.5/stages.ttl","","Janakiram Karlapudi,Prathap Valluru","Information not available"
"Vocabulary for LOD levels","no","DICLVL","Vocabulary of LOD levels based on established frameworks in EU, IT, UK and USA.","0.5","2020-04-15","https://digitalconstruction.github.io/Levels/v/0.5/","https://w3id.org/digitalconstruction/0.5/Levels","","https://digitalconstruction.github.io/Levels/v/0.5/levels.ttl","","Janakiram Karlapudi,Prathap Valluru","Information not available"
"Vocabulary for multi-dimensional (eg statistical) data publishing","no","Information not available","This vocabulary allows multi-dimensional data, such as statistics, to be published in RDF.","0.2","2013-07-26","https://github.com/UKGovLD/publishing-statistical-data","http://purl.org/linked-data/cube","","http://purl.org/linked-data/cube#","","Richard Cyganiak,Dave Reynolds","PDDL 1.0"
"Vocabulary for publishing SDMX statistical data in RDF","no","SDMX","This vocabulary extends the data cube vocabulary to support publication of statistical data in RDF, using an information model based on SDMX.","0.3","2010-07-22","https://github.com/UKGovLD/publishing-statistical-data","http://purl.org/linked-data/sdmx","","http://purl.org/linked-data/sdmx#","","http://sdmx.org/","Information not available"
"Vocabulary of a Friend","no","VOAF","VOAF is a vocabulary specification providing elements allowing the description of vocabularies (RDFS vocabularies or OWL ontologies) used in the Linked Data Cloud, in particular it provides properties expressing the different ways such vocabularies can rely on, extend, specify, annotate or otherwise link to each other.","2.3","2013-05-24","https://lov.linkeddata.es/vocommons/voaf/","http://purl.org/vocommons/voaf#","https://lov.linkeddata.es/vocommons/voaf/v2.3/voaf_v2.3.rdf","","","Bernard Vatant","CC-BY 3.0"
"Vocabulary of Interlinked Datasets","no","VOID","It is an RDF Schema vocabulary for expressing metadata about RDF datasets.","Information not available","2011-04-04","http://rdfs.org/ns/void#","http://vocab.deri.ie/void","http://www.w3.org/archive/rdfs.org/ns/void.rdf","","","Jun Zhao,Keith Alexander,Michael Hausenblas,Richard Cyganiak","Information not available"
"W3C PROV-O Inverses","no","no","Information not available","Information not available","2013-04-30","http://www.w3.org/TR/prov-o/#inverse-names","http://www.w3.org/ns/prov-o-inverses#","","http://www.w3.org/ns/prov-o-inverses#","","Timothy Lebo,Satya Sahoo,Deborah McGuinness","W3C Document License (2023)"
"W3C PROV Linking Across Provenance Bundles Ontology","no","PROV-LINKS","Provides linking across provenance bundles.","Information not available","2013-04-30","http://www.w3.org/TR/prov-links/","http://www.w3.org/ns/prov-links#","","http://www.w3.org/ns/prov-links#","","Provenance Working Group (http://www.w3.org/2011/prov/wiki/Main_Page)","W3C Document License (2023)"
"W3C Timezone","no","Information not available","A time zone ontology.","Information not available","Information not available","https://www.w3.org/TR/owl-time/","https://www.w3.org/2006/timezone","https://www.w3.org/2006/timezone","","","Information not available","Information not available"
"WADL Ontology-Design-Pattern","no","Information not available","An ontology of WADL which is a standard to describe properties.","2.0.0","2023-11-17","https://github.com/hsu-aut/IndustrialStandard-ODP-WADL/","http://www.w3id.org/hsu-aut/WADL","https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-WADL/master/WADL.owl","","","Aljosha Köcher,Janni Kreisberg","MIT"
"Weather Knowledge Graph (Ontology and Dataset)","no","Information not available","Description of the weather domain as an ontology with a set of rules.","0.6","Information not available","Information not available","http://sensormeasurement.appspot.com/ont/m3/weather#","http://sensormeasurement.appspot.com/ont/m3/weather#","","","Amelie Gyrard","GPL-1.0"
"Web Of Trust vocabulary","no","WOT","Web Of Trust (wot) RDF vocabulary, described using W3C RDF Schema and the Web Ontology Language.","0.1","2004-02-23","http://xmlns.com/wot/0.1/","http://xmlns.com/wot/0.1/","http://xmlns.com/wot/0.1/index.rdf","","","Information not available","Information not available"
"Web Ontology Language","no","OWL","The OWL 2 Web Ontology Language, informally OWL 2, is an ontology language for the Semantic Web with formally defined meaning.","2.0","2009-11-15","https://www.w3.org/TR/owl2-overview/","http://www.w3.org/2002/07/owl","","https://www.w3.org/2002/07/owl","","W3C OWL Working Group","W3C Document License (2023)"
